Capital,DOCK,Date Built M,Date Built Y,Date Priced M,Date Priced Y,GARDEN SPACE,Guarding Tower,House ID,Knights house,Location,Meridian1,Meridian2,Renovation,River,Royal Market,Time1,Time2,bathrooms,bedrooms,blessings,dining rooms,farm,pay,sorcerer,tree
41.681495,48.332013,4,1605,5,1609,1,18.03066,6e32e47c,52.231942,The Mountains,1,1,0,46.487531,10.229629,3.4,12.26,4,3,118,4,0,1,0,1
22.165354,11.935653,2,1604,10,1608,0,230.187777,6e32e47f,32.491907,Cursed Land,1,1,1,42.498481,31.915857,5.4,3.51,4,2,138,3,1,0,0,0
102.188111,52.938754,2,1605,6,1608,1,214.444792,6e32e483,112.358212,The Mountains,0,1,0,36.085943,39.967721,1.46,10.22,2,2,58,0,1,0,0,1
31.238498,39.751428,3,1603,5,1612,0,87.312815,6e32e485,41.86892,No Location,0,0,0,12.661845,7.05305,4.22,10.18,3,4,129,2,1,0,0,1
37.204638,60.430503,3,1601,1,1608,0,89.500844,6e32e490,47.845354,Cursed Land,0,1,0,27.626307,34.210795,2.37,4.49,3,4,123,2,1,0,0,1
64.200698,64.535237,4,1601,11,1609,1,56.434505,6e32e49f,74.520682,The Mountains,0,1,0,44.91991,29.770797,12.23,6.36,3,2,96,2,1,0,1,1
62.432432,11.765804,4,1600,11,1612,0,48.962825,6e32e4a2,72.67895,The Mountains,1,0,0,6.877954,11.132469,11.13,8.14,2,3,98,2,2,0,0,1
7.880518,18.354832,8,1600,3,1612,1,44.73641,6e32e4af,18.666948,No Location,0,1,0,20.263947,19.61666,3.45,11.15,4,3,152,3,0,1,0,1
61.103672,11.455732,6,1605,2,1609,0,143.453887,6e32e4b7,71.448716,Cursed Land,0,1,0,25.629096,36.151648,2.29,4.32,4,4,99,0,1,0,0,1
24.033346,41.186839,10,1605,7,1607,0,14.954213,6e32e4bb,35.023443,King's Landing,1,0,0,6.577338,37.667442,3.11,1.48,2,2,136,4,2,0,0,0
22.066359,36.080076,3,1600,9,1610,0,192.746019,6e32e4bf,32.215011,Servant's Premises,0,1,0,8.139828,45.851785,2.28,3.46,4,4,138,4,1,0,0,1
12.754539,7.873435,4,1605,7,1609,0,74.443869,6e32e4d5,23.069564,The Mountains,1,0,0,29.932948,1.590171,9.13,5.47,3,2,147,0,1,0,0,0
39.027948,35.664442,5,1606,3,1607,1,101.254192,6e32e4dd,49.962774,The Mountains,0,0,0,2.636698,19.31456,9.12,5.34,2,4,121,3,0,1,0,1
46.859732,7.461401,10,1606,9,1612,1,16.339652,6e32e4e4,56.934285,King's Landing,1,1,0,41.164841,25.759909,4.41,4.21,4,3,113,4,0,1,0,0
6.00018,3.671529,6,1601,9,1607,0,182.16572,6e32e4f4,16.342579,The Mountains,0,1,0,26.180802,13.858784,1.53,7.55,2,3,154,2,2,0,1,1
12.747841,47.07845,8,1601,8,1612,0,137.127612,6e32e4fe,23.681058,Cursed Land,1,1,0,8.279903,59.317527,3.25,6.53,2,4,147,2,1,0,1,0
6.585019,84.231213,2,1600,9,1608,1,76.137918,6e32e50f,16.751235,The Mountains,1,0,0,15.904732,24.099085,2.54,10.39,2,2,153,4,2,0,0,1
9.825079,0,9,1605,6,1609,0,191.344504,6e32e515,20.114663,King's Landing,1,0,0,23.045853,76.726479,2.22,1.49,3,3,150,4,1,0,0,1
5.747705,69.494732,1,1605,1,1611,1,67.772972,6e32e527,16.092835,The Mountains,0,1,0,65.623079,133.140802,6.24,3.23,0,0,154,3,1,0,0,1
27.186998,26.253152,10,1601,9,1607,0,33.245681,6e32e52b,38.027765,The Mountains,1,1,0,2.718714,0,10.48,1.54,4,2,133,2,1,0,1,1
16.769022,13.19908,1,1602,11,1608,0,96.672691,6e32e533,27.728835,The Mountains,1,0,1,37.234003,14.612065,1.15,12.31,3,4,143,0,1,0,0,1
0,1.577809,8,1600,9,1612,1,38.365977,6e32e54a,0,Cursed Land,0,0,0,75.821315,13.433097,9.39,6.25,2,2,74,2,2,0,1,0
72.345027,20.611768,6,1602,1,1612,0,225.659352,6e32e567,82.464058,Cursed Land,1,0,0,37.438517,37.163066,11.15,4.2,3,3,88,2,1,0,0,1
3.736595,11.716971,5,1600,9,1607,1,61.025585,6e32e577,14.104861,The Mountains,0,0,0,30.166394,0,10.19,9.42,4,4,156,4,1,0,0,1
20.993318,17.884179,7,1606,3,1608,0,167.925787,6e32e57c,31.309393,No Location,1,0,0,17.803061,36.979287,1.12,1.5,2,3,139,4,1,0,0,1
59.236512,43.090906,2,1602,6,1607,0,108.111796,6e32e57f,69.753278,The Mountains,1,1,1,27.666737,53.943261,12.54,4.4,4,2,101,3,1,0,0,1
3.287665,14.58254,5,1602,7,1612,1,148.69643,6e32e584,13.520483,Servant's Premises,1,1,0,21.047837,65.173169,9.23,3.11,3,3,157,3,0,1,0,1
90.533702,98.942579,12,1602,11,1609,0,149.256065,6e32e590,101.07959,Servant's Premises,0,1,0,43.600688,0.900731,10.54,11.42,3,3,69,3,1,0,0,1
116.811583,37.106058,12,1601,7,1607,1,184.990977,6e32e5ab,127.129405,King's Landing,0,0,1,56.17231,20.266386,10.2,7.14,3,2,43,2,1,0,0,0
10.257789,41.265514,11,1606,1,1610,0,61.274422,6e32e5b1,20.722294,The Mountains,0,0,0,29.92581,37.231701,1.17,8.41,2,3,150,2,1,0,0,1
56.243245,82.420468,12,1605,4,1612,0,42.230663,6e32e5b7,66.947801,King's Landing,0,0,0,6.132562,18.693843,10.27,2.46,3,2,104,3,1,0,0,1
106.039503,73.872025,11,1604,7,1610,1,62.586986,6e32e5bd,116.177239,Servant's Premises,1,0,1,0.857759,0,8.42,9.41,2,4,54,2,0,1,0,1
28.337714,140.138142,4,1604,7,1611,0,147.467541,6e32e5d3,38.392287,The Mountains,0,0,0,39.03285,46.643322,10.11,1.16,4,3,132,4,1,0,1,0
72.290759,7.987475,2,1600,8,1612,0,254.263207,6e32e5dd,82.444522,King's Landing,1,1,0,7.598002,2.774328,11.46,2.57,3,3,88,4,1,0,0,1
103.736334,27.03806,2,1600,2,1610,0,235.894952,6e32e5e1,113.972373,The Mountains,0,1,0,6.39144,35.894716,2.26,3.57,2,4,56,3,1,0,0,1
9.543141,87.079272,11,1601,5,1611,0,47.51483,6e32e5fd,20.223372,Servant's Premises,1,1,0,18.494948,31.516875,2.19,5.28,4,3,150,0,2,0,0,1
87.701189,0,3,1606,4,1612,0,153.139494,6e32e600,98.617668,Servant's Premises,0,0,1,51.296823,68.727859,9.47,4.3,4,3,72,4,1,0,1,0
61.326521,0,12,1605,4,1611,0,129.644122,6e32e60c,71.96809,Cursed Land,0,1,1,2.459559,24.032947,8.45,11.24,2,4,99,4,2,0,0,1
13.49159,59.232553,10,1600,6,1607,0,24.572317,6e32e621,23.812276,King's Landing,1,0,0,7.824171,32.748831,10.14,6.28,2,3,147,4,2,0,0,1
62.055259,36.371101,1,1604,1,1607,1,53.067661,6e32e626,72.342112,The Mountains,0,0,0,7.83876,28.309636,5.34,1.46,4,2,98,0,0,1,0,1
63.910493,53.520173,10,1605,9,1607,1,9.802476,6e32e62e,74.836358,The Mountains,1,1,0,49.779675,20.675104,1.57,2.24,4,3,96,3,1,0,1,0
87.308508,50.726173,12,1601,7,1611,1,85.951796,6e32e634,97.309315,King's Landing,0,0,0,11.185349,35.516185,12.5,10.13,2,3,73,2,1,0,1,1
69.23174,21.450881,11,1601,4,1612,0,50.643032,6e32e63e,79.676332,Cursed Land,1,0,0,13.807948,67.833827,6.13,9.11,2,4,91,4,1,0,0,1
6.941016,77.381262,7,1606,9,1610,0,0,6e32e657,17.500875,The Mountains,1,1,0,32.441764,0,2.37,2.11,3,3,153,4,1,0,0,1
55.758154,15.200983,6,1601,11,1607,1,214.888685,6e32e666,66.641805,The Mountains,1,0,0,21.904757,58.709353,4.5,2.18,3,2,104,3,1,0,0,1
12.77714,21.528654,12,1600,7,1609,1,257.892839,6e32e684,23.263566,The Mountains,1,0,1,4.019146,55.095571,2.35,8.23,2,3,147,0,0,1,0,1
80.457193,111.211532,3,1600,12,1611,1,149.737924,6e32e687,90.800335,King's Landing,0,1,0,44.353632,34.353018,6.18,8.49,3,2,80,3,1,0,0,1
37.102567,25.329711,8,1600,4,1611,0,163.803747,6e32e68a,47.932039,Cursed Land,0,1,0,1.568189,31.546696,10.37,1.15,4,3,123,3,1,0,0,1
7.932954,2.456543,12,1600,11,1612,1,67.6033,6e32e6a1,18.28699,King's Landing,1,0,0,8.663379,21.545346,1.39,12.48,3,4,152,2,0,1,0,1
29.314199,61.114591,8,1605,2,1609,0,23.503016,6e32e6a9,40.186909,The Mountains,0,1,1,38.134146,20.766364,1.13,5.55,4,2,131,2,1,0,0,1
36.396224,53.045496,4,1604,3,1608,0,127.851156,6e32e6bc,46.446797,The Mountains,0,0,0,34.805103,104.055435,12.52,2.38,4,2,124,4,1,0,0,1
80.85546,38.100314,7,1602,9,1607,0,83.210393,6e32e6c2,91.010638,King's Landing,0,0,1,19.068759,104.746213,6.36,11.1,4,3,79,4,1,0,0,1
32.228422,23.184282,4,1601,5,1609,0,246.294301,6e32e6da,42.397524,Cursed Land,0,0,0,15.796491,4.61161,8.43,10.55,2,2,128,0,2,0,0,1
45.154271,40.858063,3,1603,11,1612,0,44.062204,6e32e6dd,56.001453,Servant's Premises,1,0,0,39.375205,55.217347,10.49,12.23,4,3,115,3,1,0,0,1
127.853549,4.49526,4,1603,10,1612,0,184.989337,6e32e6e2,138.361309,No Location,1,0,0,13.897978,77.366033,9.45,8.18,4,3,32,4,1,0,1,0
118.015045,16.9496,6,1605,7,1608,0,35.469667,6e32e6f4,128.459679,Servant's Premises,1,1,0,7.161319,0,1.38,9.5,4,3,42,2,1,0,0,1
90.82798,65.691645,11,1601,7,1611,1,103.433861,6e32e6f8,101.437779,The Mountains,0,1,0,14.457281,0,5.2,10.5,2,3,69,2,1,0,0,1
79.299443,0,9,1605,2,1608,0,224.797804,6e32e705,90.13067,King's Landing,0,0,0,9.401459,71.155248,3.5,11.58,2,4,81,3,1,0,0,1
9.230519,64.121483,4,1604,1,1611,0,56.254664,6e32e70f,19.566654,Cursed Land,0,1,1,46.313468,56.665159,4.24,4.34,2,2,151,4,1,0,1,0
42.232845,0,10,1604,4,1609,0,74.740497,6e32e726,52.373254,King's Landing,1,1,1,48.795537,42.542237,6.48,10.16,3,2,118,4,1,0,0,0
109.366377,21.506375,6,1606,10,1607,0,0,6e32e72e,119.811543,Cursed Land,1,0,0,24.776561,44.618568,8.59,1.38,2,3,51,3,1,0,0,1
31.433164,106.992396,6,1606,3,1607,0,146.973678,6e32e743,41.748595,Cursed Land,0,1,0,76.150846,41.825875,9.28,2.58,3,0,129,2,1,0,0,1
38.966898,64.220302,2,1606,10,1612,0,16.950098,6e32e766,49.239693,The Mountains,0,1,0,67.430584,48.360042,1.43,6.22,3,3,121,3,1,0,0,0
27.397666,0.11442,10,1600,10,1607,1,167.661006,6e32e76b,37.975703,The Mountains,1,1,0,14.751039,0,5.22,9.24,3,3,133,3,1,0,0,1
6.35432,16.522071,11,1600,9,1612,0,152.464336,6e32e780,16.71554,King's Landing,1,1,0,86.939255,4.687855,9.4,12.41,3,2,154,2,1,0,0,1
100.656206,11.108392,5,1602,1,1610,0,154.719456,6e32e78e,111.446783,Cursed Land,0,0,0,57.772297,120.52499,7.31,8.39,4,4,59,4,2,0,0,0
12.74283,8.348691,1,1602,5,1610,0,198.127529,6e32e7a5,22.977372,Cursed Land,0,1,0,18.343304,7.585567,6.47,5.26,4,2,147,3,1,0,0,1
27.283443,9.080849,7,1606,10,1608,0,117.255465,6e32e7af,38.230953,King's Landing,0,0,0,77.996364,38.932444,6.16,2.48,4,3,133,3,2,0,0,1
27.10931,59.945119,5,1604,8,1607,0,44.307819,6e32e7bc,37.881679,Cursed Land,0,0,1,22.818985,97.745945,8.44,11.32,4,3,133,3,2,0,0,1
0,59.769919,9,1600,7,1610,0,49.724364,6e32e7d2,0,No Location,1,1,1,30.654067,65.815898,5.15,11.42,4,2,74,2,2,0,0,1
18.592156,91.007428,10,1603,11,1608,0,126.134771,6e32e7de,29.488054,The Mountains,1,0,0,82.740013,12.519679,12.48,9.33,4,4,141,4,2,0,1,0
152.792025,97.728808,5,1600,8,1607,0,206.835443,6e32e7e3,162.812373,The Mountains,0,1,0,12.844908,21.819004,1.28,9.41,2,3,7,4,1,0,1,0
33.255062,8.533653,11,1601,9,1610,1,177.751162,6e32e7e5,43.954408,The Mountains,1,0,0,5.676009,109.783605,12.45,3.15,4,3,127,4,2,0,0,0
32.466699,3.513007,10,1604,11,1609,1,197.945558,6e32e7ed,43.258063,The Mountains,0,0,0,2.275217,0,4.36,9.14,4,4,128,2,0,1,0,1
47.378267,5.772672,12,1603,11,1607,0,141.668077,6e32e7ef,58.183241,The Mountains,1,1,0,0.329946,20.747037,5.52,1.58,3,2,113,2,1,0,0,1
14.772605,29.512,2,1605,4,1607,0,40.849703,6e32e7f8,25.38197,Servant's Premises,1,0,0,58.868329,37.94537,11.29,10.42,3,2,145,3,1,0,0,1
0,95.953873,3,1604,11,1607,1,39.96609,6e32e7fd,0,The Mountains,1,0,0,28.552012,40.738335,12.22,9.11,3,2,74,2,1,0,0,1
52.890223,19.981217,5,1603,9,1610,0,215.095004,6e32e80b,63.728959,Cursed Land,1,0,0,34.086022,0,12.21,8.26,0,3,107,2,2,0,0,0
10.021597,5.236054,7,1606,2,1608,1,141.933175,6e32e814,20.91984,Cursed Land,0,1,0,10.703752,0.961035,8.25,9.33,0,3,150,3,0,1,0,1
39.36587,26.353275,12,1603,1,1612,0,241.294248,6e32e819,49.984176,Servant's Premises,1,0,0,30.30681,0.499804,9.44,10.29,4,4,121,3,1,0,0,1
120.985504,65.602951,8,1600,6,1612,0,11.901672,6e32e825,131.195629,The Mountains,0,0,0,23.584718,51.054999,11.5,3.41,2,4,39,4,2,0,1,0
9.195343,50.417067,10,1604,1,1608,0,66.726615,6e32e82a,19.259979,The Mountains,0,0,1,10.766191,16.894578,11.58,2.1,4,2,151,2,2,0,0,1
30.417343,36.892984,7,1604,11,1610,0,14.60712,6e32e832,40.761104,Servant's Premises,0,0,1,41.825545,0,1.24,8.39,3,4,130,4,2,0,1,0
100.384339,61.866484,1,1601,7,1608,1,82.346633,6e32e83e,111.18362,Cursed Land,1,0,0,5.83481,18.659861,7.25,4.56,4,4,60,2,0,1,0,1
59.773512,72.803255,8,1604,10,1609,0,9.165778,6e32e842,70.752831,Cursed Land,0,0,0,11.685448,44.957399,12.45,1.11,3,3,100,4,1,0,0,1
40.867351,64.597762,10,1604,5,1611,0,91.458163,6e32e845,51.348993,Servant's Premises,1,1,1,29.274443,17.731045,7.23,6.32,2,4,119,4,1,0,1,1
8.27873,86.596207,4,1606,12,1608,0,38.043374,6e32e849,19.103138,Servant's Premises,0,1,0,55.434605,110.56766,4.15,4.25,3,2,152,0,1,0,0,1
0,19.480921,2,1600,4,1610,1,16.061582,6e32e853,0,Cursed Land,0,0,0,14.121594,24.933621,5.26,3.57,3,2,74,2,2,0,0,1
12.414128,140.566516,8,1600,5,1609,0,45.294208,6e32e862,22.517057,Cursed Land,1,0,0,57.189081,108.751083,10.42,12.4,3,3,148,2,1,0,0,1
0.734226,58.490313,7,1601,1,1609,0,66.677411,6e32e866,11.57957,The Mountains,0,0,0,61.242333,132.13625,11.22,4.11,4,2,159,4,1,0,0,1
19.888257,95.768663,4,1606,1,1611,0,105.2457,6e32e877,30.713297,The Mountains,0,1,1,21.645143,60.253821,7.55,12.32,2,2,140,2,1,0,1,0
11.638392,26.26991,6,1604,11,1611,0,67.805385,6e32e87c,21.874013,The Mountains,0,1,0,18.62787,75.180151,6.55,5.28,3,2,148,4,1,0,1,0
108.11802,148.525514,12,1606,6,1610,0,204.749895,6e32e880,118.702823,Cursed Land,0,0,0,32.268762,49.146916,4.11,3.15,0,2,52,0,1,0,0,1
47.495319,22.320687,9,1601,12,1612,0,87.698425,6e32e88b,57.939296,No Location,0,0,0,49.47941,80.71221,9.15,10.22,3,3,113,2,1,0,0,1
72.660246,89.978465,11,1601,10,1609,0,41.62489,6e32e8a6,83.535536,The Mountains,0,0,0,10.793231,94.031093,2.45,4.15,3,2,87,3,1,0,1,0
12.808233,26.332924,8,1602,1,1610,0,127.286808,6e32e8ac,23.804394,Cursed Land,1,0,0,58.65142,21.159366,4.22,1.24,4,2,147,4,1,0,1,1
31.155508,100.094113,3,1606,12,1608,0,124.202401,6e32e8b4,41.527716,Cursed Land,1,0,0,2.623235,5.823791,9.29,8.5,3,4,129,3,2,0,0,1
12.5108,0,7,1603,12,1609,0,215.755873,6e32e8bf,23.071642,Cursed Land,0,0,0,4.195123,12.697783,10.57,10.15,3,0,147,0,1,0,0,1
25.133171,23.695188,8,1601,11,1612,0,72.669033,6e32e8c4,35.438319,The Mountains,1,0,0,58.611245,55.973198,4.36,5.43,3,0,135,2,2,0,1,1
66.444139,4.453338,5,1606,10,1612,0,100.803995,6e32e8e0,77.253294,The Mountains,1,1,1,23.877661,58.530382,7.12,1.2,0,4,94,4,1,0,1,0
0,7.846269,9,1606,8,1607,0,36.752564,6e32e8e5,0,The Mountains,1,1,0,26.024298,11.004571,4.52,2.33,3,4,74,0,1,0,0,1
9.896138,128.443918,10,1600,6,1611,0,270.674003,6e32e8e9,20.38405,The Mountains,1,0,0,83.56646,7.689883,8.24,7.51,2,4,150,2,1,0,0,1
4.961074,68.717187,6,1605,9,1608,1,164.068369,6e32e90d,15.639043,The Mountains,1,0,0,7.973283,26.775413,11.53,11.23,4,2,155,2,0,1,1,0
39.013077,82.991827,2,1602,11,1611,1,21.21864,6e32e917,49.911274,The Mountains,1,1,0,28.365876,42.990107,7.48,5.56,4,3,121,4,2,0,0,0
45.822712,87.588937,6,1601,6,1612,0,217.731309,6e32e922,56.177462,King's Landing,1,0,0,2.364661,0,6.59,11.55,3,3,114,4,1,0,0,1
50.064119,47.046682,6,1603,3,1612,0,70.993698,6e32e926,60.90623,Cursed Land,1,1,1,8.56581,3.718891,1.33,1.49,2,3,110,2,1,0,0,1
12.120555,111.416055,9,1604,11,1608,0,30.732064,6e32e933,23.089477,No Location,0,1,0,0.045786,11.412669,3.24,3.17,4,2,148,2,1,0,1,0
68.986176,25.236416,4,1603,1,1612,0,21.885951,6e32e93b,79.521961,The Mountains,0,1,0,6.516545,4.556668,8.45,3.34,4,2,91,4,1,0,0,1
47.491171,50.746147,11,1604,7,1609,0,198.555489,6e32e957,57.797903,King's Landing,0,1,0,33.48548,133.164401,12.55,6.13,2,2,113,2,1,0,0,0
8.390465,11.918421,4,1602,6,1612,0,51.278345,6e32e95b,19.259712,Cursed Land,0,0,1,54.843976,84.532256,8.58,12.13,3,4,152,3,1,0,0,0
0,18.590767,11,1605,5,1609,0,42.505646,6e32e960,0,The Mountains,0,0,0,20.011968,5.15346,10.14,4.18,3,2,74,4,2,0,0,1
72.410989,27.716767,3,1603,12,1609,0,1.14444,6e32e963,82.821008,Servant's Premises,0,0,0,11.111769,34.948754,3.51,10.49,2,4,88,2,1,0,0,0
50.492899,0,2,1605,3,1608,0,21.134784,6e32e965,61.158267,The Mountains,1,0,1,32.407724,0,10.29,4.51,3,2,110,2,1,0,0,1
71.045304,37.201474,7,1600,11,1610,0,10.599341,6e32e96e,81.391534,The Mountains,1,0,0,1.62413,20.566112,11.37,9.45,3,4,89,2,2,0,1,0
23.682994,14.561115,10,1605,12,1607,1,275.238018,6e32e971,34.068555,The Mountains,1,0,0,5.751564,62.669981,4.19,2.58,4,3,136,3,1,0,1,0
62.153952,8.15319,3,1605,1,1610,0,166.711015,6e32e979,72.710795,Servant's Premises,0,1,0,54.91889,90.515783,7.58,12.41,4,2,98,0,1,0,1,0
33.32943,19.591391,6,1601,4,1608,0,19.921984,6e32e97c,44.103685,The Mountains,1,1,1,19.223125,44.618569,12.21,9.13,2,4,127,3,1,0,0,1
46.361356,47.006137,3,1603,6,1609,0,98.92927,6e32e981,56.580542,The Mountains,1,0,0,14.866642,15.687059,12.35,3.2,3,2,114,2,1,0,0,1
29.285713,111.557053,1,1606,2,1611,0,49.79491,6e32e985,39.559671,The Mountains,1,0,0,1.877556,11.502946,9.57,12.13,3,4,131,3,2,0,1,0
62.58077,36.098418,5,1602,9,1612,0,19.28577,6e32e98d,73.197046,King's Landing,0,1,0,30.002766,49.030075,1.51,10.16,3,3,97,4,1,0,0,1
21.096875,0,11,1605,8,1609,0,71.992093,6e32e991,31.271269,The Mountains,0,0,0,2.756632,76.547462,10.43,12.26,4,2,139,0,2,0,0,1
89.086065,25.352506,8,1603,5,1609,1,262.837598,6e32e9a3,99.441121,The Mountains,0,1,0,30.967969,0,7.54,11.3,4,3,71,3,0,1,0,1
32.970132,5.741349,3,1604,3,1608,0,82.701909,6e32e9ac,43.566108,The Mountains,1,0,1,2.239121,34.312114,11.38,8.5,2,3,127,4,2,0,0,1
8.560324,34.521112,9,1601,8,1607,0,177.816665,6e32e9b3,19.272863,The Mountains,0,1,0,35.763682,52.990038,2.35,6.35,4,3,151,3,1,0,0,1
55.150696,80.963655,2,1603,12,1612,0,185.095048,6e32e9b5,66.123802,The Mountains,0,1,0,8.735966,4.149105,6.14,7.22,2,3,105,2,2,0,0,1
56.731061,0,6,1601,10,1610,1,42.311808,6e32e9c1,66.881114,The Mountains,1,1,0,21.583436,0,12.13,5.36,4,2,103,2,0,1,0,1
10.232661,0.219548,10,1606,1,1607,0,128.323081,6e32e9cf,20.301278,No Location,1,1,0,29.339283,129.527712,2.41,5.35,4,3,150,0,2,0,0,1
73.30104,130.633918,9,1602,4,1608,0,197.649373,6e32e9d6,83.539398,The Mountains,1,0,0,38.366831,46.681448,12.5,2.42,4,3,87,2,1,0,0,1
40.550317,97.911408,9,1605,12,1607,0,65.487362,6e32e9e0,50.705091,The Mountains,0,0,0,6.275308,15.213382,8.24,5.3,3,2,119,2,2,0,0,1
0,77.881987,2,1601,3,1607,0,68.093631,6e32e9e2,0,No Location,1,1,0,26.417173,20.260836,4.19,3.18,0,2,74,4,1,0,0,1
35.351954,114.125631,1,1604,1,1610,0,176.934456,6e32e9e6,45.470112,King's Landing,0,1,0,42.327695,16.633099,12.14,1.33,4,3,125,4,1,0,1,1
18.420191,65.365405,9,1600,8,1610,0,122.6459,6e32e9fa,29.39172,No Location,0,1,0,29.480554,15.241119,8.21,12.58,4,3,142,2,1,0,0,1
0,45.944745,2,1601,11,1609,0,0,6e32e9fe,0,The Mountains,1,0,0,1.470263,0,7.34,9.57,4,4,74,2,1,0,0,1
30.240153,24.165003,10,1604,4,1611,0,99.555832,6e32ea03,41.165153,King's Landing,0,0,0,19.308049,0,7.44,3.14,4,2,130,2,1,0,0,1
23.063242,25.822737,10,1603,11,1612,0,119.507131,6e32ea08,33.428027,The Mountains,0,1,0,10.746958,0,11.13,6.59,4,3,137,3,2,0,0,0
0.020106,25.983066,4,1605,2,1610,1,38.270541,6e32ea0a,10.035601,The Mountains,0,1,0,55.358971,113.688581,1.48,11.27,2,2,160,2,2,0,1,0
49.027328,2.234328,5,1605,3,1608,1,31.756319,6e32ea0f,59.481839,Servant's Premises,0,1,0,25.697413,30.516476,7.37,9.32,0,3,111,2,0,1,1,0
14.151558,147.056862,9,1606,10,1609,0,38.438061,6e32ea14,24.808994,Cursed Land,0,0,0,4.556708,25.526102,12.25,3.4,4,4,146,4,1,0,0,1
3.786028,35.365958,4,1604,1,1608,0,144.925286,6e32ea2a,14.65273,The Mountains,1,1,0,14.290624,22.961171,1.17,4.53,2,2,156,0,1,0,0,1
120.603123,96.650502,9,1603,12,1612,1,174.69759,6e32ea2f,130.727156,King's Landing,1,0,0,63.280841,113.51791,11.11,1.47,4,3,39,3,2,0,0,1
87.550803,28.007535,2,1601,9,1612,0,36.454999,6e32ea34,97.94188,The Mountains,1,1,0,3.930933,86.842225,5.59,7.12,2,3,72,2,1,0,0,1
15.680932,4.306218,2,1601,5,1608,0,80.033686,6e32ea3a,26.471314,Servant's Premises,1,1,0,77.156909,46.159233,7.53,5.58,4,3,144,2,1,0,1,0
41.89144,76.613531,8,1606,8,1609,0,191.082726,6e32ea3c,52.59481,No Location,0,0,0,44.666022,83.161541,11.12,2.25,2,2,118,3,1,0,0,1
48.451241,23.821164,8,1601,8,1607,0,82.173134,6e32ea49,59.202521,No Location,0,1,0,5.03774,36.52544,9.46,8.48,2,3,112,4,1,0,0,1
107.016523,34.724331,9,1604,10,1607,0,73.408135,6e32ea51,117.822424,King's Landing,1,0,0,59.498624,47.875634,2.44,1.11,2,3,53,4,1,0,0,1
43.715981,36.758083,10,1604,6,1608,0,39.821698,6e32ea56,53.815609,The Mountains,0,0,0,42.980377,6.090107,1.56,4.33,4,2,116,4,1,0,0,0
0.731647,26.92813,9,1602,11,1608,0,188.925102,6e32ea76,10.984664,King's Landing,1,1,0,76.36029,10.606803,2.49,10.28,3,2,159,0,1,0,1,0
0,0.891035,6,1601,1,1611,0,154.855402,6e32ea80,0,The Mountains,0,0,0,51.853012,0,8.17,4.27,2,4,74,3,2,0,0,1
6.960742,0,1,1601,2,1607,0,138.455434,6e32ea91,17.834194,The Mountains,1,1,0,37.992027,0,2.11,2.1,4,2,153,4,2,0,0,0
6.634954,43.704676,1,1602,8,1609,0,0,6e32ea93,16.911774,No Location,1,1,0,24.865276,31.848708,3.26,2.46,2,2,153,4,2,0,0,0
109.711616,94.824194,10,1603,11,1612,0,24.933404,6e32eaa8,120.328618,The Mountains,0,0,0,44.541103,46.597841,9.49,4.13,3,2,50,3,1,0,1,0
56.819339,5.590461,6,1606,3,1610,0,148.922934,6e32eab1,67.394995,King's Landing,1,0,0,86.775779,18.742828,3.22,4.32,0,4,103,3,2,0,0,0
0,45.338343,5,1602,12,1611,0,15.968959,6e32eac4,0,Servant's Premises,0,0,1,37.256251,17.274682,5.53,11.32,2,2,74,3,1,0,0,1
29.027641,61.036148,5,1604,1,1607,0,143.030177,6e32eaec,39.821659,No Location,1,0,1,19.25103,18.099617,10.43,6.29,0,2,131,3,2,0,0,0
48.168661,18.642319,11,1601,2,1612,1,162.421176,6e32eaf2,58.402802,King's Landing,1,1,0,30.510526,23.189758,1.18,5.16,4,3,112,3,0,1,1,0
1.968418,2.705923,2,1604,2,1611,0,139.33075,6e32eb0f,11.974846,Cursed Land,0,0,0,11.738954,48.584761,10.58,2.37,4,4,158,3,2,0,1,0
24.756691,99.021709,12,1604,12,1611,0,39.845687,6e32eb11,35.206125,No Location,0,1,0,9.137665,0,11.47,8.3,4,4,135,4,1,0,1,0
14.666982,94.596142,4,1606,12,1608,0,100.883717,6e32eb1f,25.351672,The Mountains,1,1,0,45.357672,10.24152,12.43,9.5,2,4,145,0,1,0,1,0
10.92748,32.58764,10,1600,7,1608,0,19.761615,6e32eb23,21.341846,The Mountains,1,1,0,42.833854,125.069333,6.25,7.53,3,2,149,2,1,0,0,1
0,92.614997,12,1601,5,1609,1,36.123419,6e32eb2a,0,Cursed Land,1,1,1,9.08805,39.992255,3.16,4.33,0,4,74,3,1,0,0,1
16.149988,73.132009,6,1605,2,1609,0,99.351217,6e32eb38,26.880437,The Mountains,0,1,0,3.10953,18.284487,12.47,9.36,0,4,144,2,1,0,0,1
66.821261,20.056264,12,1601,6,1611,0,119.111217,6e32eb45,77.144237,The Mountains,1,0,0,11.668916,118.970576,4.3,12.54,3,3,93,2,1,0,0,1
0.006658,40.359038,1,1600,10,1612,0,193.447055,6e32eb47,10.694357,Cursed Land,0,1,0,38.082666,42.545694,12.14,3.16,0,4,160,3,2,0,1,1
97.271739,23.780357,1,1605,7,1607,0,8.417561,6e32eb58,108.026613,No Location,1,1,0,18.802587,0,10.3,9.15,3,4,63,4,1,0,1,1
